REGION,OS,PROTOCOL,X_1,X_2,X_3,X_4,X_6,X_7,MALICIOUS_OFFENSE
1.0,1.0,0.3333333333333333,0.6538461538461539,1.0,0.27586206896551724,0.41379310344827586,0.3409090909090909,0.5732758620689655,0
1.0,0.0,0.3333333333333333,0.6730769230769231,0.0,0.6896551724137931,1.0,0.5287878787878788,0.6681034482758621,1
1.0,1.0,0.3333333333333333,0.019230769230769232,0.25,0.0,0.0,0.3409090909090909,0.728448275862069,1
1.0,1.0,0.3333333333333333,0.5961538461538461,0.16666666666666666,0.41379310344827586,0.06896551724137931,0.5681818181818182,0.40086206896551724,1
1.0,1.0,0.3333333333333333,0.5961538461538461,0.16666666666666666,0.4827586206896552,0.20689655172413793,0.3409090909090909,0.7456896551724138,1
1.0,1.0,0.3333333333333333,0.8269230769230769,0.8333333333333334,0.0,0.0,0.7318181818181818,0.40086206896551724,1
1.0,1.0,0.3333333333333333,0.5384615384615384,0.5833333333333334,0.41379310344827586,0.06896551724137931,0.3409090909090909,0.7456896551724138,1
1.0,1.0,0.3333333333333333,0.11538461538461539,0.5833333333333334,0.5517241379310345,0.5517241379310345,0.7712121212121212,0.40086206896551724,1
1.0,1.0,0.3333333333333333,0.9038461538461539,0.5,0.4827586206896552,0.20689655172413793,0.7712121212121212,0.6681034482758621,1
1.0,1.0,0.3333333333333333,0.038461538461538464,0.5,0.9310344827586207,0.6896551724137931,0.25303030303030305,0.6681034482758621,0
1.0,1.0,0.3333333333333333,0.038461538461538464,0.5,0.9310344827586207,0.6896551724137931,0.3409090909090909,0.6681034482758621,1
1.0,1.0,0.3333333333333333,0.5961538461538461,0.16666666666666666,0.27586206896551724,0.41379310344827586,0.3409090909090909,0.40086206896551724,1
1.0,1.0,0.3333333333333333,0.038461538461538464,0.5,0.27586206896551724,0.41379310344827586,0.3409090909090909,0.14224137931034483,1
1.0,1.0,0.3333333333333333,0.038461538461538464,0.5,0.9310344827586207,0.6896551724137931,0.3409090909090909,0.0,1
1.0,1.0,0.3333333333333333,0.09615384615384616,0.5833333333333334,0.06896551724137931,0.4827586206896552,0.7712121212121212,0.40086206896551724,1
1.0,1.0,0.3333333333333333,0.6538461538461539,0.16666666666666666,0.20689655172413793,0.3448275862068966,0.5681818181818182,0.5732758620689655,1
1.0,1.0,0.3333333333333333,0.4423076923076923,0.75,0.20689655172413793,0.13793103448275862,0.0,0.40086206896551724,1
1.0,1.0,0.3333333333333333,0.6538461538461539,0.16666666666666666,0.0,0.0,0.0,0.5732758620689655,1
1.0,1.0,0.3333333333333333,0.6730769230769231,0.0,0.6896551724137931,1.0,0.3409090909090909,0.6681034482758621,1
1.0,1.0,0.3333333333333333,0.019230769230769232,0.25,0.0,0.0,0.5681818181818182,0.0,1
1.0,1.0,0.3333333333333333,0.36538461538461536,0.3333333333333333,0.27586206896551724,0.3448275862068966,0.3409090909090909,0.0,1
1.0,1.0,0.3333333333333333,0.6538461538461539,0.16666666666666666,0.0,0.0,0.3409090909090909,0.5732758620689655,1
1.0,1.0,0.3333333333333333,0.8653846153846154,0.5833333333333334,0.20689655172413793,0.3448275862068966,0.7712121212121212,0.625,1
1.0,1.0,0.3333333333333333,0.38461538461538464,0.5833333333333334,0.8275862068965517,1.0,0.7712121212121212,0.5732758620689655,1
1.0,1.0,0.3333333333333333,0.9038461538461539,0.5,0.27586206896551724,0.41379310344827586,0.5681818181818182,0.3577586206896552,1
1.0,1.0,0.3333333333333333,0.038461538461538464,0.5,0.13793103448275862,0.3448275862068966,0.3409090909090909,0.40086206896551724,1
1.0,1.0,0.3333333333333333,0.038461538461538464,0.5,0.13793103448275862,0.3448275862068966,0.0,0.6681034482758621,1
1.0,1.0,0.3333333333333333,0.25,0.25,0.20689655172413793,0.13793103448275862,0.3409090909090909,0.7801724137931034,1
0.0,1.0,0.3333333333333333,0.6538461538461539,0.16666666666666666,0.0,0.3448275862068966,0.7712121212121212,0.5732758620689655,1
0.0,1.0,0.3333333333333333,0.36538461538461536,0.3333333333333333,0.20689655172413793,0.13793103448275862,0.3409090909090909,0.7370689655172413,1
0.3333333333333333,1.0,0.3333333333333333,0.6730769230769231,0.0,0.6896551724137931,0.3448275862068966,0.1984848484848485,0.6681034482758621,1
1.0,1.0,0.3333333333333333,0.9038461538461539,0.5,0.06896551724137931,0.4827586206896552,0.5681818181818182,0.40086206896551724,1
1.0,1.0,0.3333333333333333,0.038461538461538464,0.5,0.41379310344827586,0.06896551724137931,0.7712121212121212,0.40086206896551724,1
0.3333333333333333,1.0,0.3333333333333333,0.2692307692307692,0.0,0.4827586206896552,0.20689655172413793,0.0,0.0,1
0.6666666666666666,1.0,0.3333333333333333,0.38461538461538464,0.5833333333333334,0.9310344827586207,0.8275862068965517,0.0,0.07327586206896551,1
0.0,1.0,0.3333333333333333,0.6538461538461539,0.16666666666666666,0.3448275862068966,0.3448275862068966,0.7712121212121212,0.5732758620689655,1
0.3333333333333333,1.0,0.6666666666666666,0.6730769230769231,0.0,0.6896551724137931,1.0,0.7196969696969697,0.6681034482758621,1
0.6666666666666666,1.0,0.3333333333333333,0.17307692307692307,0.5833333333333334,0.13793103448275862,0.3448275862068966,0.7712121212121212,0.0,1
1.0,1.0,0.3333333333333333,0.038461538461538464,0.5,0.27586206896551724,0.41379310344827586,0.3409090909090909,0.6681034482758621,1
0.0,1.0,0.3333333333333333,0.6538461538461539,0.16666666666666666,0.0,0.0,0.5681818181818182,0.5732758620689655,1
0.0,1.0,0.3333333333333333,0.6538461538461539,0.16666666666666666,0.20689655172413793,0.13793103448275862,0.7196969696969697,0.5732758620689655,1
1.0,1.0,0.3333333333333333,0.038461538461538464,0.5,0.20689655172413793,0.13793103448275862,0.5681818181818182,0.40086206896551724,1
0.0,0.0,0.3333333333333333,0.6538461538461539,0.16666666666666666,0.9310344827586207,0.6896551724137931,0.7712121212121212,0.5732758620689655,1
0.0,1.0,0.3333333333333333,0.8846153846153846,0.3333333333333333,0.41379310344827586,0.06896551724137931,0.2924242424242424,0.6681034482758621,0
1.0,1.0,0.3333333333333333,0.7115384615384616,0.5,0.20689655172413793,0.13793103448275862,0.5681818181818182,0.6681034482758621,1
0.0,1.0,0.3333333333333333,0.5961538461538461,0.16666666666666666,0.5517241379310345,0.3448275862068966,0.5681818181818182,0.6681034482758621,1
0.0,1.0,0.3333333333333333,0.36538461538461536,0.3333333333333333,0.20689655172413793,0.3448275862068966,0.0,0.6681034482758621,0
0.3333333333333333,1.0,0.3333333333333333,0.2692307692307692,0.0,0.0,0.3448275862068966,0.7712121212121212,0.40086206896551724,1
1.0,1.0,0.3333333333333333,0.057692307692307696,0.25,0.13793103448275862,0.3448275862068966,0.5681818181818182,0.6681034482758621,1
0.0,1.0,0.3333333333333333,0.36538461538461536,0.3333333333333333,0.06896551724137931,0.3448275862068966,0.5681818181818182,0.0,1
0.6666666666666666,1.0,0.3333333333333333,0.6923076923076923,0.8333333333333334,0.13793103448275862,0.3448275862068966,0.0,0.40086206896551724,1
0.6666666666666666,1.0,0.3333333333333333,0.6923076923076923,0.8333333333333334,0.41379310344827586,0.3448275862068966,0.3409090909090909,0.6681034482758621,1
1.0,1.0,0.3333333333333333,0.038461538461538464,0.5,0.06896551724137931,0.3448275862068966,0.5681818181818182,0.7456896551724138,1
1.0,1.0,0.3333333333333333,0.8461538461538461,0.25,0.41379310344827586,0.3448275862068966,0.03787878787878788,0.7543103448275862,1
0.0,1.0,0.3333333333333333,0.6538461538461539,0.16666666666666666,0.0,0.3448275862068966,0.0,0.5732758620689655,1
1.0,0.0,0.3333333333333333,0.038461538461538464,0.5,0.9310344827586207,0.6896551724137931,0.3409090909090909,0.7198275862068966,1
0.0,1.0,0.3333333333333333,0.5961538461538461,0.16666666666666666,0.3448275862068966,0.27586206896551724,0.3409090909090909,0.40086206896551724,1
0.6666666666666666,1.0,0.3333333333333333,0.38461538461538464,0.5833333333333334,0.41379310344827586,0.06896551724137931,0.0,0.625,1
0.6666666666666666,0.0,0.3333333333333333,0.38461538461538464,0.5833333333333334,0.9310344827586207,0.6896551724137931,0.3409090909090909,0.40086206896551724,1
1.0,0.0,0.3333333333333333,0.7115384615384616,0.5,0.9310344827586207,0.6896551724137931,0.5681818181818182,0.40086206896551724,1
0.6666666666666666,1.0,0.3333333333333333,0.8269230769230769,0.8333333333333334,0.13793103448275862,0.3448275862068966,0.5681818181818182,0.6681034482758621,1
